trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
trip_000468,taxi_5519,2021-06-13T21:00:00,2021-06-13T21:13:55.800314,835,0.5,8,33,9.25,2.04,0.0,0,11.29,Credit Card,Yellow Cab,42.11648201892498,-87.29070686530952,41.68534961857665,-87.77657107772127
trip_000469,taxi_2438,2021-06-17T18:00:00,2021-06-17T18:15:06.968917,906,5.8,49,67,21.64,1.94,0.0,5,28.58,Credit Card,Flash Cab,41.80040000188512,-87.59168115763218,41.80587899820747,-87.80009378844657
trip_000470,taxi_9883,2021-06-26T19:00:00,2021-06-26T19:19:30.009902,1170,1.9,17,27,14.44,3.57,0.0,0,18.01,Cash,Chicago Taxi,41.87481229611061,-87.40991595266873,42.06755259694804,-87.80280128307027
trip_000471,taxi_3378,2021-06-23T08:00:00,2021-06-23T09:41:57.915918,6117,9.4,73,21,60.15,13.06,0.0,0,73.21,Mobile,Yellow Cab,41.884404178856144,-87.2911187486682,41.62103237443031,-87.79592192864703
trip_000472,taxi_6221,2021-06-07T05:00:00,2021-06-07T05:58:21.359353,3501,6.0,53,53,37.17,6.4,0.0,5,48.57,Mobile,Blue Ribbon,41.997365837993186,-87.3926411873452,41.93210843920671,-87.4593283100498
trip_000473,taxi_3155,2021-06-07T11:00:00,2021-06-07T11:14:34.849942,874,2.6,24,4,14.19,3.23,0.0,0,17.42,Credit Card,Chicago Taxi,41.71011756780269,-87.59636552564882,41.68854680923981,-87.86425397258454
trip_000474,taxi_2302,2021-06-30T07:00:00,2021-06-30T07:12:16.058244,736,0.9,62,18,9.52,1.14,0.0,0,10.66,Credit Card,Chicago Taxi,41.83125809898385,-87.5303451575401,41.660385886663775,-87.74003176992271
trip_000475,taxi_4166,2021-06-21T05:00:00,2021-06-21T05:08:48.702028,528,0.5,29,5,7.46,2.13,0.0,0,9.59,Credit Card,Yellow Cab,42.105261049880944,-87.28984156600808,41.68353252742752,-87.51292873031949
trip_000476,taxi_3901,2021-06-09T15:00:00,2021-06-09T16:19:16.308363,4756,10.1,57,63,53.72,11.71,0.0,0,65.43,Mobile,Blue Ribbon,42.08255214950495,-87.70795545336684,42.01572883147818,-87.56365603366297
trip_000477,taxi_7457,2021-06-17T05:00:00,2021-06-17T05:07:50.601851,470,5.7,74,77,18.85,2.94,0.0,5,26.79,Credit Card,Chicago Taxi,41.934836294691785,-87.48670995958496,41.57310718381695,-87.96254696576828
trip_000478,taxi_9498,2021-06-20T11:00:00,2021-06-20T11:33:56.832881,2036,3.4,69,51,22.82,1.71,0.0,0,24.53,Credit Card,Chicago Taxi,41.78243871114907,-87.43787210207792,42.127555386942454,-87.89811972802175
trip_000479,taxi_5684,2021-06-19T18:00:00,2021-06-19T18:15:10.319779,910,0.8,60,22,10.3,1.04,0.0,1,12.34,Credit Card,City Service,41.917880567546334,-88.00636266654759,41.860181790159686,-87.93620830497993
trip_000480,taxi_9202,2021-06-28T13:00:00,2021-06-28T13:06:24.728835,384,0.8,15,24,7.19,1.6,0.0,1,9.79,Credit Card,Chicago Taxi,41.63118400451422,-87.71915255592191,41.820531512908246,-87.90689713684512
trip_000481,taxi_8449,2021-06-26T04:00:00,2021-06-26T05:12:31.413398,4351,3.6,12,33,36.84,4.73,0.0,5,46.57,Mobile,Flash Cab,41.98102483183114,-87.95116462653166,41.61849896329445,-87.69048126558023
trip_000482,taxi_7292,2021-06-16T11:00:00,2021-06-16T11:19:06.608370,1146,0.5,66,21,11.06,1.86,0.0,0,12.92,Credit Card,Chicago Taxi,41.77836420555669,-87.43539174097249,42.09735166729328,-87.59760673718867
trip_000483,taxi_3369,2021-06-29T03:00:00,2021-06-29T03:25:28.739045,1528,3.6,23,7,20.33,1.57,0.0,0,21.9,Credit Card,City Service,41.73571098326219,-87.43509566211125,41.81775494048944,-87.54883772027078
trip_000484,taxi_1057,2021-06-06T00:00:00,2021-06-06T00:26:00.476207,1560,2.2,33,2,17.24,5.16,0.0,0,22.4,Credit Card,Blue Ribbon,42.06324663385142,-87.61519907231657,41.553450329339434,-87.34383766357026
trip_000485,taxi_8794,2021-06-11T03:00:00,2021-06-11T03:06:11.908680,371,0.5,59,53,6.54,0.96,0.0,0,7.5,Credit Card,Yellow Cab,41.91072993993805,-88.04474158141188,42.07930071896617,-87.82750964987417
trip_000486,taxi_1801,2021-06-27T19:00:00,2021-06-27T19:07:35.290087,455,0.5,24,19,7.03,1.1,0.0,2,10.13,Credit Card,City Service,41.57203263109345,-87.36693657021266,41.95019792576772,-87.37958845136592
trip_000487,taxi_1803,2021-06-13T17:00:00,2021-06-13T17:28:33.815364,1713,2.9,14,54,19.74,2.4,0.0,0,22.14,Cash,Flash Cab,41.953254297156846,-87.56112819516109,41.9649081708484,-87.57402481095623
trip_000488,taxi_6901,2021-06-24T23:00:00,2021-06-25T00:59:15.455864,7155,12.8,5,12,73.79,20.31,0.0,0,94.1,Mobile,City Service,41.77114165528505,-87.74684851872763,41.5906000066926,-87.70814092848713
trip_000489,taxi_8713,2021-06-24T11:00:00,2021-06-24T11:12:18.778600,738,2.2,18,16,12.58,4.57,0.0,0,17.15,Mobile,City Service,41.86623164004278,-87.63028303259703,41.9674976984071,-87.56035700405727
trip_000490,taxi_9666,2021-06-05T15:00:00,2021-06-05T15:16:06.325394,966,0.5,12,62,10.01,1.62,6.5,2,20.13,Credit Card,City Service,41.80623216305157,-87.37176162411876,41.70579602357175,-87.58988584879027
trip_000491,taxi_9132,2021-06-27T14:00:00,2021-06-27T14:14:10.182220,850,3.8,67,64,16.83,2.6,0.0,0,19.43,Credit Card,Flash Cab,42.08019820873174,-87.86382268840917,41.72429283848073,-87.89515565036785
trip_000492,taxi_2932,2021-06-06T01:00:00,2021-06-06T01:31:27.372387,1887,2.0,27,54,18.74,0.0,0.0,0,18.74,Credit Card,Yellow Cab,41.750275354160294,-87.60166759606574,41.93250212615283,-88.04096218561759
trip_000493,taxi_5168,2021-06-09T14:00:00,2021-06-09T14:05:23.254607,323,2.3,9,40,10.23,1.19,0.0,5,16.42,Mobile,Chicago Taxi,41.87999615963067,-87.43637391921204,41.618302057769164,-87.78337368761682
trip_000494,taxi_1477,2021-06-17T21:00:00,2021-06-17T21:07:56.961261,476,0.5,23,25,7.16,1.39,0.0,5,13.55,Mobile,City Service,42.10336785915109,-87.66671338131331,41.83470027207101,-88.02155339929074
trip_000495,taxi_8546,2021-06-06T19:00:00,2021-06-06T19:05:14.633796,314,0.5,69,43,6.21,1.1,0.0,1,8.31,Credit Card,Blue Ribbon,42.106673986059064,-88.00518217185078,41.86264393463438,-87.59804588720225
trip_000496,taxi_9779,2021-06-29T22:00:00,2021-06-29T22:20:52.780172,1252,4.5,3,27,20.64,3.45,0.0,0,24.09,Credit Card,City Service,42.02972120009148,-87.33957642438541,41.762157324252485,-87.27430936605153
trip_000497,taxi_7147,2021-06-12T23:00:00,2021-06-12T23:07:03.878779,423,0.5,69,22,6.85,1.21,0.0,0,8.06,Credit Card,Chicago Taxi,41.783739764335955,-87.573846506376,42.06875621430134,-87.44876783306431
trip_000498,taxi_5448,2021-06-14T10:00:00,2021-06-14T10:12:51.075114,771,0.9,53,12,9.86,3.12,0.0,5,17.98,Credit Card,Flash Cab,41.77295014613229,-87.38643402486608,41.73157722301546,-87.62991966424991
trip_000499,taxi_1612,2021-06-08T11:00:00,2021-06-08T11:14:25.711076,865,0.5,26,12,9.42,0.0,0.0,0,9.42,Credit Card,Chicago Taxi,41.56496086477798,-87.66386944708255,41.85003258505797,-87.89783065712383
trip_000500,taxi_6084,2021-06-21T15:00:00,2021-06-21T15:35:44.633042,2144,2.2,42,19,20.79,5.47,0.0,5,31.26,Credit Card,Chicago Taxi,41.95603037324274,-87.94382627484092,41.98474237935194,-87.68250527150877
trip_000501,taxi_6095,2021-06-23T06:00:00,2021-06-23T06:28:18.220722,1698,0.5,6,77,14.28,2.11,0.0,0,16.39,Credit Card,City Service,41.83012554148966,-88.01308818398057,41.862346627263044,-87.522812570658
trip_000502,taxi_6114,2021-06-14T07:00:00,2021-06-14T07:41:45.652471,2505,8.5,27,42,36.97,4.86,0.0,0,41.83,Cash,Flash Cab,41.72194042627506,-87.624179355388,42.013672258441666,-87.51310076643438
trip_000503,taxi_5483,2021-06-12T15:00:00,2021-06-12T15:26:32.293483,1592,3.2,15,2,19.75,4.82,0.0,0,24.57,Credit Card,Chicago Taxi,41.85843639717568,-87.88473809634132,41.76019088275447,-87.79521207051843
trip_000504,taxi_5011,2021-06-07T00:00:00,2021-06-07T00:24:02.095037,1442,2.5,22,10,17.21,2.06,0.0,5,24.27,Mobile,Chicago Taxi,42.08534586283001,-87.61753831837387,41.58043571023676,-88.02680585103789
trip_000505,taxi_7284,2021-06-29T19:00:00,2021-06-29T19:08:15.261329,495,1.0,7,12,8.4,2.67,0.0,0,11.07,Credit Card,Blue Ribbon,41.6573897959501,-87.57310290997461,41.9056537343389,-87.38106047695801
trip_000506,taxi_6826,2021-06-30T20:00:00,2021-06-30T20:27:48.175616,1668,2.0,40,43,17.59,3.43,0.0,1,22.02,Cash,Chicago Taxi,41.59712736445821,-87.31177280690824,42.00865697025819,-87.59576855819348
trip_000507,taxi_2593,2021-06-04T23:00:00,2021-06-04T23:06:28.707512,388,0.5,59,40,6.64,1.89,0.0,5,13.53,Credit Card,Blue Ribbon,41.68901652819268,-87.87096443686652,42.06665776623354,-87.55644633020131
trip_000508,taxi_6412,2021-06-16T12:00:00,2021-06-16T12:12:02.085577,722,3.6,42,59,15.57,1.98,0.0,1,18.55,Credit Card,Yellow Cab,41.589219119289524,-87.95969035415983,41.837191251492094,-87.37338699000597
trip_000509,taxi_3087,2021-06-13T01:00:00,2021-06-13T01:26:39.418821,1599,1.8,66,14,16.55,2.4,0.0,0,18.95,Credit Card,Yellow Cab,41.74552183697887,-87.53043886976884,42.02545856372469,-87.62380354725734
trip_000510,taxi_4908,2021-06-18T02:00:00,2021-06-18T02:07:04.295389,424,3.1,32,71,12.65,3.0,0.0,2,17.65,Cash,Blue Ribbon,41.78028987526623,-87.77742867345668,42.03834942293492,-87.57722384076627
trip_000511,taxi_9921,2021-06-19T13:00:00,2021-06-19T13:11:09.537539,669,2.3,31,23,12.4,3.53,0.0,2,17.93,Credit Card,Chicago Taxi,42.052048916309914,-87.95854171161555,41.907645296139606,-87.78969752457687
trip_000512,taxi_6046,2021-06-05T03:00:00,2021-06-05T03:14:37.402987,877,0.8,52,9,10.21,1.63,0.0,1,12.84,Credit Card,Yellow Cab,41.96130520916313,-87.57287566798125,42.04191943725457,-87.78807340565744
trip_000513,taxi_2483,2021-06-28T12:00:00,2021-06-28T12:24:05.454754,1445,3.7,28,18,19.99,5.56,0.0,5,30.55,Credit Card,Yellow Cab,42.00424663043049,-87.5212948849844,41.82178465216423,-87.8167973971964
trip_000514,taxi_4205,2021-06-27T06:00:00,2021-06-27T06:20:06.798753,1206,0.7,27,41,11.92,3.03,0.0,2,16.95,Mobile,Chicago Taxi,42.02660799583735,-87.50635285792023,42.10110097353161,-87.300658813508
trip_000515,taxi_1133,2021-06-15T16:00:00,2021-06-15T17:23:12.648687,4992,11.2,66,52,57.65,18.68,0.0,0,76.33,Cash,City Service,41.587446335118514,-87.32913944394062,42.13073970997242,-88.04932534871487
trip_000516,taxi_5623,2021-06-24T21:00:00,2021-06-24T21:32:34.339954,1954,4.3,4,31,24.4,6.49,0.0,0,30.89,Credit Card,Chicago Taxi,41.786560994201366,-87.79549815230504,41.77967376890495,-87.744747963934
trip_000517,taxi_3841,2021-06-24T06:00:00,2021-06-24T06:07:44.490794,464,1.9,61,18,10.21,1.67,6.5,0,18.38,Cash,Chicago Taxi,41.78075703461466,-87.31041436576672,42.05397761203603,-87.92658616728502
trip_000518,taxi_1190,2021-06-29T14:00:00,2021-06-29T14:10:05.275665,605,0.5,10,3,7.91,0.18,0.0,0,8.09,Cash,Blue Ribbon,41.944756018087574,-87.27001997834314,41.63146544732748,-87.94022378538703
trip_000519,taxi_7974,2021-06-18T17:00:00,2021-06-18T17:16:34.507849,994,2.8,24,59,15.39,2.95,6.5,1,25.84,Credit Card,Blue Ribbon,41.881230018228614,-87.68996338614993,41.763184338327086,-87.90136717304723
trip_000520,taxi_9161,2021-06-26T19:00:00,2021-06-26T19:10:30.418469,630,0.6,31,65,8.3,1.31,0.0,0,9.61,Mobile,Blue Ribbon,42.10593867099062,-87.58891811748165,41.570077125630824,-88.01970797438533
trip_000521,taxi_2854,2021-06-21T14:00:00,2021-06-21T14:48:35.643697,2915,2.2,75,62,25.16,6.37,0.0,5,36.53,Credit Card,Flash Cab,41.988111281683864,-87.62887355695023,42.065610395298904,-87.44953423274238
trip_000522,taxi_2281,2021-06-12T22:00:00,2021-06-12T22:38:51.037425,2331,3.6,67,12,24.84,5.03,0.0,1,30.87,Cash,Blue Ribbon,41.92839770946661,-87.51901044869179,41.95123028343058,-87.50274078468271
trip_000523,taxi_1864,2021-06-24T00:00:00,2021-06-24T00:33:08.001865,1988,5.7,44,69,27.76,4.69,0.0,2,34.45,Credit Card,Blue Ribbon,41.82242086311875,-87.32515593487483,41.89437918096996,-87.78478880869737
trip_000524,taxi_3744,2021-06-16T01:00:00,2021-06-16T01:31:04.510562,1864,4.4,5,77,24.1,6.6,0.0,0,30.7,Mobile,Chicago Taxi,41.70626588193216,-87.54655995682978,41.89688465223795,-87.59171200363863
trip_000525,taxi_1447,2021-06-29T00:00:00,2021-06-29T00:08:54.384237,534,1.5,37,63,9.84,1.8,6.5,0,18.14,Credit Card,Flash Cab,41.85335766558437,-87.3688437951579,41.716709278160565,-87.94396898975494
trip_000526,taxi_1232,2021-06-12T23:00:00,2021-06-13T00:00:24.959266,3624,6.8,15,23,39.79,5.09,0.0,0,44.88,Credit Card,Flash Cab,41.9454933842122,-87.75418653602695,41.65523961899245,-87.4239778357698
trip_000527,taxi_9640,2021-06-11T01:00:00,2021-06-11T01:39:03.083737,2343,4.0,5,44,25.84,1.57,0.0,1,28.41,Credit Card,Flash Cab,41.90732645511899,-87.39262098578125,42.05256853176332,-87.4477909624959
trip_000528,taxi_8211,2021-06-18T14:00:00,2021-06-18T14:41:44.382085,2504,4.8,22,27,28.64,9.06,0.0,1,38.7,Credit Card,City Service,41.58259547192869,-87.83848360326598,42.04171860567925,-88.00798144240618
trip_000529,taxi_5937,2021-06-20T19:00:00,2021-06-20T19:22:50.935805,1370,0.5,61,69,12.37,2.3,0.0,1,15.67,Cash,Blue Ribbon,41.96010597514633,-87.73794361070044,41.707575090878386,-87.62564629393651
trip_000530,taxi_8353,2021-06-19T13:00:00,2021-06-19T13:21:38.951769,1298,3.7,49,41,19.09,4.02,0.0,0,23.11,Credit Card,Yellow Cab,41.608418592442774,-87.62496531821833,41.76229685674392,-87.37460857372412
trip_000531,taxi_6488,2021-06-27T01:00:00,2021-06-27T01:25:13.682586,1513,1.3,35,35,14.96,3.26,0.0,5,23.22,Credit Card,City Service,41.94260596894105,-87.73707698904808,42.01389060918372,-87.45072727059248
trip_000532,taxi_9518,2021-06-29T16:00:00,2021-06-29T16:17:22.889422,1042,1.3,44,24,12.3,1.38,0.0,2,15.68,Mobile,Chicago Taxi,41.5563467935002,-88.04321906666941,41.5907711729942,-87.72100098670902
trip_000533,taxi_8306,2021-06-23T09:00:00,2021-06-23T09:37:11.751383,2231,4.2,45,29,25.81,1.75,6.5,0,34.06,Mobile,City Service,41.665847718867845,-88.03103962171437,41.605164769546164,-87.29919562581695
trip_000534,taxi_2995,2021-06-29T00:00:00,2021-06-29T00:31:24.928419,1884,0.7,16,12,15.93,3.43,0.0,0,19.36,Credit Card,Flash Cab,41.77557506407676,-87.43891378700795,41.93874350294204,-87.40743994732401
trip_000535,taxi_4018,2021-06-08T21:00:00,2021-06-08T21:13:46.921645,826,1.9,33,38,12.43,3.68,6.5,0,22.61,Credit Card,Yellow Cab,41.93326830470612,-87.31184368732424,41.715830137294645,-87.70841328089105
trip_000536,taxi_3653,2021-06-29T11:00:00,2021-06-29T11:05:06.292003,306,0.5,10,36,6.16,1.43,0.0,0,7.59,Credit Card,Blue Ribbon,41.78315425663883,-87.25323314630951,41.7049431634945,-87.39975930890641
trip_000537,taxi_9056,2021-06-08T14:00:00,2021-06-08T15:08:26.204063,4106,3.9,26,51,36.08,3.3,0.0,1,40.38,Cash,Blue Ribbon,41.615058281170754,-87.61749427456435,41.80875214584941,-87.55882696721949
trip_000538,taxi_5243,2021-06-05T12:00:00,2021-06-05T12:08:13.453930,493,2.3,14,5,11.23,1.69,6.5,1,20.42,Credit Card,Yellow Cab,41.89280673590695,-87.84952291979053,41.81752923139378,-87.33279008568704
trip_000539,taxi_1014,2021-06-07T08:00:00,2021-06-07T09:57:10.495477,7030,10.1,5,50,66.95,0.83,6.5,5,79.28,Mobile,Flash Cab,41.97003311960324,-87.32630596523684,41.89478415103422,-87.63769359762904
trip_000540,taxi_7617,2021-06-21T22:00:00,2021-06-21T22:30:36.467245,1836,3.5,9,70,21.86,5.57,0.0,1,28.43,Cash,Yellow Cab,41.78065432438622,-87.49859095324292,42.0178979314062,-87.95303707976792
trip_000541,taxi_5961,2021-06-23T20:00:00,2021-06-23T20:14:56.160719,896,4.9,52,8,19.4,2.33,0.0,0,21.73,Credit Card,City Service,41.870775777936025,-87.28125958239995,41.598274070804635,-87.6822885169956
trip_000542,taxi_3893,2021-06-13T08:00:00,2021-06-13T08:05:03.868144,303,0.5,71,6,6.15,1.73,0.0,5,12.88,Credit Card,Flash Cab,41.72932220710464,-87.73791621985161,41.61406081004717,-87.49892593408072
trip_000543,taxi_8175,2021-06-21T18:00:00,2021-06-21T18:36:37.004986,2197,4.0,25,18,25.12,2.84,6.5,0,34.46,Credit Card,Flash Cab,41.56521876329067,-87.25289315227899,41.69309107879951,-87.73898597322112
trip_000544,taxi_9186,2021-06-24T01:00:00,2021-06-24T01:18:06.958994,1086,0.7,69,58,11.13,2.17,0.0,5,18.3,Credit Card,Yellow Cab,41.75357106353069,-87.7798251164688,41.982607193482586,-87.7255937152017
trip_000545,taxi_9570,2021-06-10T00:00:00,2021-06-10T00:22:20.954361,1340,6.0,59,69,24.48,8.1,6.5,5,44.08,Cash,Chicago Taxi,41.68979139592416,-87.99237322189285,41.99127583418007,-87.65888422933918
trip_000546,taxi_1750,2021-06-01T19:00:00,2021-06-01T19:23:30.057759,1410,4.4,32,17,21.37,4.86,0.0,1,27.23,Credit Card,Flash Cab,41.929596872851064,-87.32627011950412,42.04244353380962,-87.97216620769392
trip_000547,taxi_2047,2021-06-27T01:00:00,2021-06-27T01:11:17.358223,677,1.1,14,15,9.71,2.77,0.0,0,12.48,Credit Card,Chicago Taxi,42.02950513340069,-87.87354198060567,42.032672118556384,-87.70903082884942
trip_000548,taxi_2979,2021-06-29T22:00:00,2021-06-29T22:06:36.227025,396,0.5,74,70,6.69,0.96,0.0,1,8.65,Cash,City Service,42.05185625537347,-87.41551866404276,42.00853672942036,-87.57553179756732
trip_000549,taxi_5487,2021-06-15T07:00:00,2021-06-15T07:35:43.965827,2143,5.5,19,54,28.06,6.58,0.0,0,34.64,Cash,City Service,41.88204463794085,-87.69907103035662,42.10540531835848,-88.01744088451046
trip_000550,taxi_7162,2021-06-05T06:00:00,2021-06-05T06:19:33.955000,1173,0.5,21,3,11.22,1.85,0.0,5,18.07,Credit Card,Yellow Cab,41.55380974713217,-87.90646971508184,41.60348474401269,-87.52859536651535
trip_000551,taxi_8798,2021-06-13T02:00:00,2021-06-13T02:12:57.340578,777,0.5,17,27,8.91,1.51,6.5,1,17.92,Cash,City Service,41.8638521184791,-87.72037494039981,42.11285376626797,-87.56156960909561
trip_000552,taxi_9190,2021-06-02T14:00:00,2021-06-02T14:09:59.095466,599,4.0,12,39,15.8,3.64,0.0,2,21.44,Mobile,Blue Ribbon,41.55274202476909,-87.86148879413663,41.620504693627076,-87.62584078325754
trip_000553,taxi_9842,2021-06-05T01:00:00,2021-06-05T03:00:00,7200,12.4,65,29,73.1,16.53,0.0,2,91.63,Credit Card,Flash Cab,41.71585595035435,-87.89502480558944,42.02796778298565,-87.50180499646794
trip_000554,taxi_3617,2021-06-21T05:00:00,2021-06-21T05:15:56.257572,956,4.0,6,7,17.91,4.06,0.0,1,22.97,Mobile,City Service,41.67575385168793,-87.84889457622592,41.9200916102759,-87.33793632532115
trip_000555,taxi_1859,2021-06-20T08:00:00,2021-06-20T08:07:31.133357,451,3.0,69,23,12.74,1.98,0.0,0,14.72,Cash,Yellow Cab,41.841036837614645,-87.95714793163026,42.08704750494048,-87.47287753555285
trip_000556,taxi_7865,2021-06-26T06:00:00,2021-06-26T06:14:41.084604,881,5.2,26,42,20.17,6.12,0.0,2,28.29,Cash,Yellow Cab,41.7456793348243,-87.97154869295885,41.992648719605484,-87.35409095764187
trip_000557,taxi_8716,2021-06-17T00:00:00,2021-06-17T00:09:04.709686,544,0.5,75,63,7.55,0.65,0.0,0,8.2,Credit Card,Blue Ribbon,41.63696476317718,-87.30769030684571,41.82299452354637,-87.74013575688907
trip_000558,taxi_4181,2021-06-06T19:00:00,2021-06-06T19:05:31.855146,331,0.8,46,35,7.06,0.27,6.5,1,14.83,Cash,City Service,41.62632705881638,-87.49623157639107,41.58579103178056,-87.94079880052145
trip_000559,taxi_3804,2021-06-20T20:00:00,2021-06-20T20:12:05.827188,725,3.3,44,29,14.85,2.44,0.0,1,18.29,Mobile,Chicago Taxi,41.64407287443972,-87.41434768058063,42.121656085304295,-87.32553751963415
trip_000560,taxi_2416,2021-06-25T15:00:00,2021-06-25T15:41:53.687845,2513,5.2,53,67,29.65,4.07,0.0,2,35.72,Credit Card,Flash Cab,41.90494852277706,-87.38040877900862,41.71750252700375,-87.46598579628403
trip_000561,taxi_8114,2021-06-11T12:00:00,2021-06-11T12:17:15.400976,1035,0.5,75,29,10.41,1.83,0.0,0,12.24,Credit Card,Flash Cab,42.09825283247397,-87.33139856454684,41.80066311201536,-88.01462064361537
trip_000562,taxi_1550,2021-06-21T01:00:00,2021-06-21T01:06:40.842770,400,0.6,55,68,6.97,2.24,0.0,5,14.21,Credit Card,Blue Ribbon,42.03582991271325,-87.49267719494527,41.6087995221575,-87.65377196526224
trip_000563,taxi_7662,2021-06-04T13:00:00,2021-06-04T13:16:29.052605,989,3.4,28,17,16.78,4.06,0.0,2,22.84,Mobile,City Service,41.69343743762809,-87.25083867257399,41.55955809867285,-87.51477151331403
trip_000564,taxi_1399,2021-06-07T21:00:00,2021-06-07T21:08:27.665317,507,0.5,59,60,7.34,1.5,0.0,5,13.84,Cash,Blue Ribbon,41.66096744294401,-87.35275856035697,41.92608657388819,-87.48687834958194
trip_000565,taxi_7305,2021-06-01T01:00:00,2021-06-01T01:32:50.171865,1970,4.0,43,68,23.72,4.5,0.0,5,33.22,Credit Card,City Service,41.80554135182301,-87.83416849554744,42.1176572961174,-87.61605191483957
trip_000566,taxi_6500,2021-06-09T20:00:00,2021-06-09T20:06:25.741089,385,0.5,8,66,6.63,1.09,0.0,5,12.72,Mobile,Yellow Cab,41.61657992623577,-87.7575273128429,41.92148007023726,-87.7575430848215
trip_000567,taxi_2097,2021-06-08T11:00:00,2021-06-08T11:11:04.095278,664,1.8,72,27,11.21,1.82,0.0,5,18.03,Cash,City Service,41.69317962321475,-87.95915385693885,41.83709607900998,-87.29868165402247
trip_000568,taxi_4693,2021-06-25T18:00:00,2021-06-25T18:10:44.492626,644,2.9,42,46,13.54,1.57,0.0,5,20.11,Mobile,Chicago Taxi,41.958136043353065,-87.8282837328049,41.58802150803572,-87.77381873457188
trip_000569,taxi_3010,2021-06-21T17:00:00,2021-06-21T17:16:56.836919,1016,0.6,61,69,10.63,1.9,0.0,2,14.53,Credit Card,City Service,41.821187029574595,-87.75548331856785,41.95398388778582,-87.49542152995589
trip_000570,taxi_2430,2021-06-03T19:00:00,2021-06-03T19:06:17.642342,377,0.5,11,51,6.58,1.65,0.0,0,8.23,Cash,City Service,42.124953903063954,-87.9884421520867,41.64885973010634,-87.96038033546758
trip_000571,taxi_4346,2021-06-07T07:00:00,2021-06-07T07:13:32.044867,812,1.8,67,3,12.14,2.27,0.0,1,15.41,Mobile,Blue Ribbon,42.13174476332547,-87.61685203354526,41.62921642127889,-87.77263980257435
trip_000572,taxi_1351,2021-06-19T22:00:00,2021-06-19T22:21:25.635432,1285,0.5,38,25,11.87,1.63,6.5,5,25.0,Credit Card,Yellow Cab,42.07307622046168,-87.86413754919204,42.11846922719309,-87.53426237502171
trip_000573,taxi_6346,2021-06-18T13:00:00,2021-06-18T13:31:14.854276,1874,0.9,63,76,16.22,3.66,0.0,2,21.88,Credit Card,Chicago Taxi,41.817153782209786,-87.80673412938565,41.62917255117721,-87.41852139051858
trip_000574,taxi_8933,2021-06-08T07:00:00,2021-06-08T07:21:39.802491,1299,3.1,48,37,17.81,3.16,0.0,0,20.97,Credit Card,Flash Cab,41.761872537215275,-87.68525877025,41.64981784352048,-87.3106946876002
trip_000575,taxi_3873,2021-06-23T20:00:00,2021-06-23T20:23:45.407314,1425,0.8,20,21,13.27,2.05,0.0,0,15.32,Cash,Yellow Cab,41.57469087389308,-87.79669932976648,41.62588410723607,-87.84167424220043
trip_000576,taxi_1568,2021-06-08T20:00:00,2021-06-08T20:08:16.784236,496,0.5,41,45,7.27,0.84,0.0,0,8.11,Cash,City Service,41.81905745807231,-87.26962745688797,41.87018577442271,-87.95280798125009
trip_000577,taxi_3381,2021-06-02T01:00:00,2021-06-02T01:43:01.482593,2581,6.3,59,41,32.57,12.8,0.0,1,46.37,Cash,Yellow Cab,42.13209009798688,-87.61308352961778,41.854445418706305,-87.53220483836263
trip_000578,taxi_3409,2021-06-13T14:00:00,2021-06-13T14:07:26.287808,446,1.6,73,57,9.46,2.23,0.0,1,12.69,Mobile,Yellow Cab,41.988984312768196,-87.32986042475653,41.6336539760739,-87.60923200776055
trip_000579,taxi_4610,2021-06-14T03:00:00,2021-06-14T03:06:24.080031,384,1.4,58,46,8.64,2.81,0.0,0,11.45,Credit Card,City Service,41.583020181692326,-87.53694987776787,41.90005886492029,-87.8722849143667
trip_000580,taxi_2369,2021-06-12T20:00:00,2021-06-12T20:06:42.310495,402,0.5,69,58,6.72,0.0,0.0,0,6.72,Credit Card,Chicago Taxi,41.78665416774653,-87.65762771178629,41.91190312477236,-87.64075532589315
trip_000581,taxi_7513,2021-06-03T09:00:00,2021-06-03T09:08:37.501893,517,0.5,19,55,7.39,2.52,0.0,5,14.91,Mobile,Blue Ribbon,41.773698690588134,-87.82227970752169,41.76081302005687,-87.26798109742656
trip_000582,taxi_8278,2021-06-24T22:00:00,2021-06-24T22:15:36.755606,936,2.8,54,57,15.01,5.17,0.0,0,20.18,Mobile,Flash Cab,42.033403671062,-87.2737114614384,41.804299319067326,-87.33285693875436
trip_000583,taxi_2410,2021-06-06T22:00:00,2021-06-06T22:06:17.155836,377,3.4,19,27,13.15,2.43,0.0,2,17.58,Mobile,Blue Ribbon,42.143029456738496,-87.62975916274407,41.75125004529707,-87.30347760343496
trip_000584,taxi_1108,2021-06-26T04:00:00,2021-06-26T04:17:17.735394,1037,0.5,53,35,10.43,1.21,0.0,1,12.64,Credit Card,Flash Cab,41.88348830697888,-87.48180239458135,42.003146248675314,-87.94045836806741
trip_000585,taxi_9037,2021-06-08T22:00:00,2021-06-08T22:08:35.966332,515,3.2,6,39,13.42,1.59,0.0,1,16.01,Credit Card,City Service,41.84646029126323,-87.45811518154471,41.68471213293153,-87.41702436207267
